Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды
632,8940/3,215,C44.0
632,8940/3,216,C44.1
632,8940/3,217,C44.2
632,8940/3,218,C44.3
632,8940/3,219,C44.4
632,8940/3,220,C44.5
632,8940/3,221,C44.6
632,8940/3,222,C44.7
632,8940/3,223,C44.8
632,8940/3,224,C44.9
1009,9719/3,13,C01.9
1009,9719/3,15,C02.0
1009,9719/3,16,C02.1
1009,9719/3,17,C02.2
1009,9719/3,18,C02.3
1009,9719/3,19,C02.4
1009,9719/3,20,C02.8
1009,9719/3,21,C02.9
1009,9719/3,23,C03.0
1009,9719/3,24,C03.1
1009,9719/3,25,C03.9
1009,9719/3,27,C04.0
1009,9719/3,28,C04.1
1009,9719/3,29,C04.8
1009,9719/3,30,C04.9
1009,9719/3,32,C05.0
1009,9719/3,33,C05.1
1009,9719/3,34,C05.2
1009,9719/3,35,C05.8
1009,9719/3,36,C05.9
1009,9719/3,38,C06.0
1009,9719/3,39,C06.1
1009,9719/3,40,C06.2
1009,9719/3,41,C06.8
1009,9719/3,42,C06.9
1009,9719/3,51,C09.0
1009,9719/3,52,C09.1
1009,9719/3,53,C09.8
1009,9719/3,54,C09.9
1009,9719/3,56,C10.0
1009,9719/3,57,C10.1
1009,9719/3,58,C10.2
1009,9719/3,59,C10.3
1009,9719/3,60,C10.4
1009,9719/3,61,C10.8
1009,9719/3,62,C10.9
1009,9719/3,64,C11.0
1009,9719/3,65,C11.1
1009,9719/3,66,C11.2
1009,9719/3,67,C11.3
1009,9719/3,68,C11.8
1009,9719/3,69,C11.9
1009,9719/3,71,C12.9
1009,9719/3,73,C13.0
1009,9719/3,74,C13.1
1009,9719/3,75,C13.2
1009,9719/3,76,C13.8
1009,9719/3,77,C13.9
1009,9719/3,79,C14.0
1009,9719/3,80,C14.2
1009,9719/3,81,C14.8
1009,9719/3,154,C30.0
1009,9719/3,155,C30.1
1009,9719/3,157,C31.0
1009,9719/3,158,C31.1
1009,9719/3,159,C31.2
1009,9719/3,160,C31.3
1009,9719/3,161,C31.8
1009,9719/3,162,C31.9
1009,9719/3,164,C32.0
1009,9719/3,165,C32.1
1009,9719/3,166,C32.2
1009,9719/3,167,C32.3
1009,9719/3,168,C32.8
1009,9719/3,169,C32.9
1009,9719/3,215,C44.0
1009,9719/3,216,C44.1
1009,9719/3,217,C44.2
1009,9719/3,218,C44.3
1009,9719/3,219,C44.4
1009,9719/3,220,C44.5
1009,9719/3,221,C44.6
1009,9719/3,222,C44.7
1009,9719/3,223,C44.8
1009,9719/3,224,C44.9
1009,9719/3,347,C69.6
1009,9719/3,400,C77.0
1009,9719/3,401,C77.1
1009,9719/3,402,C77.2
1009,9719/3,403,C77.3
1009,9719/3,404,C77.4
1009,9719/3,405,C77.5
1009,9719/3,406,C77.8
1009,9719/3,407,C77.9
972,9659/3,19,C02.4
978,9667/3,19,C02.4
977,9665/3,19,C02.4
966,9650/3,19,C02.4
967,9651/3,19,C02.4
968,9652/3,19,C02.4
969,9653/3,19,C02.4
971,9655/3,19,C02.4
973,9661/3,19,C02.4
974,9662/3,19,C02.4
975,9663/3,19,C02.4
976,9664/3,19,C02.4
970,9654/3,19,C02.4
972,9659/3,51,C09.0
978,9667/3,51,C09.0
977,9665/3,51,C09.0
966,9650/3,51,C09.0
967,9651/3,51,C09.0
968,9652/3,51,C09.0
969,9653/3,51,C09.0
971,9655/3,51,C09.0
973,9661/3,51,C09.0
974,9662/3,51,C09.0
975,9663/3,51,C09.0
976,9664/3,51,C09.0
970,9654/3,51,C09.0
972,9659/3,52,C09.1
978,9667/3,52,C09.1
977,9665/3,52,C09.1
966,9650/3,52,C09.1
967,9651/3,52,C09.1
968,9652/3,52,C09.1
969,9653/3,52,C09.1
971,9655/3,52,C09.1
973,9661/3,52,C09.1
974,9662/3,52,C09.1
975,9663/3,52,C09.1
976,9664/3,52,C09.1
970,9654/3,52,C09.1
972,9659/3,53,C09.8
978,9667/3,53,C09.8
977,9665/3,53,C09.8
966,9650/3,53,C09.8
967,9651/3,53,C09.8
968,9652/3,53,C09.8
969,9653/3,53,C09.8
971,9655/3,53,C09.8
973,9661/3,53,C09.8
974,9662/3,53,C09.8
975,9663/3,53,C09.8
976,9664/3,53,C09.8
970,9654/3,53,C09.8
972,9659/3,54,C09.9
978,9667/3,54,C09.9
977,9665/3,54,C09.9
966,9650/3,54,C09.9
967,9651/3,54,C09.9
968,9652/3,54,C09.9
969,9653/3,54,C09.9
971,9655/3,54,C09.9
973,9661/3,54,C09.9
974,9662/3,54,C09.9
975,9663/3,54,C09.9
976,9664/3,54,C09.9
970,9654/3,54,C09.9
972,9659/3,56,C10.0
978,9667/3,56,C10.0
977,9665/3,56,C10.0
966,9650/3,56,C10.0
967,9651/3,56,C10.0
968,9652/3,56,C10.0
969,9653/3,56,C10.0
971,9655/3,56,C10.0
973,9661/3,56,C10.0
974,9662/3,56,C10.0
975,9663/3,56,C10.0
976,9664/3,56,C10.0
970,9654/3,56,C10.0
972,9659/3,57,C10.1
978,9667/3,57,C10.1
977,9665/3,57,C10.1
966,9650/3,57,C10.1
967,9651/3,57,C10.1
968,9652/3,57,C10.1
969,9653/3,57,C10.1
971,9655/3,57,C10.1
973,9661/3,57,C10.1
974,9662/3,57,C10.1
975,9663/3,57,C10.1
976,9664/3,57,C10.1
970,9654/3,57,C10.1
972,9659/3,58,C10.2
978,9667/3,58,C10.2
977,9665/3,58,C10.2
966,9650/3,58,C10.2
967,9651/3,58,C10.2
968,9652/3,58,C10.2
969,9653/3,58,C10.2
971,9655/3,58,C10.2
973,9661/3,58,C10.2
974,9662/3,58,C10.2
975,9663/3,58,C10.2
976,9664/3,58,C10.2
970,9654/3,58,C10.2
972,9659/3,59,C10.3
978,9667/3,59,C10.3
977,9665/3,59,C10.3
966,9650/3,59,C10.3
967,9651/3,59,C10.3
968,9652/3,59,C10.3
969,9653/3,59,C10.3
971,9655/3,59,C10.3
973,9661/3,59,C10.3
974,9662/3,59,C10.3
975,9663/3,59,C10.3
976,9664/3,59,C10.3
970,9654/3,59,C10.3
972,9659/3,60,C10.4
978,9667/3,60,C10.4
977,9665/3,60,C10.4
966,9650/3,60,C10.4
967,9651/3,60,C10.4
968,9652/3,60,C10.4
969,9653/3,60,C10.4
971,9655/3,60,C10.4
973,9661/3,60,C10.4
974,9662/3,60,C10.4
975,9663/3,60,C10.4
976,9664/3,60,C10.4
970,9654/3,60,C10.4
972,9659/3,61,C10.8
978,9667/3,61,C10.8
977,9665/3,61,C10.8
966,9650/3,61,C10.8
967,9651/3,61,C10.8
968,9652/3,61,C10.8
969,9653/3,61,C10.8
971,9655/3,61,C10.8
973,9661/3,61,C10.8
974,9662/3,61,C10.8
975,9663/3,61,C10.8
976,9664/3,61,C10.8
970,9654/3,61,C10.8
972,9659/3,62,C10.9
978,9667/3,62,C10.9
977,9665/3,62,C10.9
966,9650/3,62,C10.9
967,9651/3,62,C10.9
968,9652/3,62,C10.9
969,9653/3,62,C10.9
971,9655/3,62,C10.9
973,9661/3,62,C10.9
974,9662/3,62,C10.9
975,9663/3,62,C10.9
976,9664/3,62,C10.9
970,9654/3,62,C10.9
972,9659/3,64,C11.0
978,9667/3,64,C11.0
977,9665/3,64,C11.0
966,9650/3,64,C11.0
967,9651/3,64,C11.0
968,9652/3,64,C11.0
969,9653/3,64,C11.0
971,9655/3,64,C11.0
973,9661/3,64,C11.0
974,9662/3,64,C11.0
975,9663/3,64,C11.0
976,9664/3,64,C11.0
970,9654/3,64,C11.0
972,9659/3,65,C11.1
978,9667/3,65,C11.1
977,9665/3,65,C11.1
966,9650/3,65,C11.1
967,9651/3,65,C11.1
968,9652/3,65,C11.1
969,9653/3,65,C11.1
971,9655/3,65,C11.1
973,9661/3,65,C11.1
974,9662/3,65,C11.1
975,9663/3,65,C11.1
976,9664/3,65,C11.1
970,9654/3,65,C11.1
972,9659/3,66,C11.2
978,9667/3,66,C11.2
977,9665/3,66,C11.2
966,9650/3,66,C11.2
967,9651/3,66,C11.2
968,9652/3,66,C11.2
969,9653/3,66,C11.2
971,9655/3,66,C11.2
973,9661/3,66,C11.2
974,9662/3,66,C11.2
975,9663/3,66,C11.2
976,9664/3,66,C11.2
970,9654/3,66,C11.2
972,9659/3,67,C11.3
978,9667/3,67,C11.3
977,9665/3,67,C11.3
966,9650/3,67,C11.3
967,9651/3,67,C11.3
968,9652/3,67,C11.3
969,9653/3,67,C11.3
971,9655/3,67,C11.3
973,9661/3,67,C11.3
974,9662/3,67,C11.3
975,9663/3,67,C11.3
976,9664/3,67,C11.3
970,9654/3,67,C11.3
972,9659/3,68,C11.8
978,9667/3,68,C11.8
977,9665/3,68,C11.8
966,9650/3,68,C11.8
967,9651/3,68,C11.8
968,9652/3,68,C11.8
969,9653/3,68,C11.8
971,9655/3,68,C11.8
973,9661/3,68,C11.8
974,9662/3,68,C11.8
975,9663/3,68,C11.8
976,9664/3,68,C11.8
970,9654/3,68,C11.8
972,9659/3,69,C11.9
978,9667/3,69,C11.9
977,9665/3,69,C11.9
966,9650/3,69,C11.9
967,9651/3,69,C11.9
968,9652/3,69,C11.9
969,9653/3,69,C11.9
971,9655/3,69,C11.9
973,9661/3,69,C11.9
974,9662/3,69,C11.9
975,9663/3,69,C11.9
976,9664/3,69,C11.9
970,9654/3,69,C11.9
972,9659/3,79,C14.0
978,9667/3,79,C14.0
977,9665/3,79,C14.0
966,9650/3,79,C14.0
967,9651/3,79,C14.0
968,9652/3,79,C14.0
969,9653/3,79,C14.0
971,9655/3,79,C14.0
973,9661/3,79,C14.0
974,9662/3,79,C14.0
975,9663/3,79,C14.0
976,9664/3,79,C14.0
970,9654/3,79,C14.0
972,9659/3,80,C14.2
978,9667/3,80,C14.2
977,9665/3,80,C14.2
966,9650/3,80,C14.2
967,9651/3,80,C14.2
968,9652/3,80,C14.2
969,9653/3,80,C14.2
971,9655/3,80,C14.2
973,9661/3,80,C14.2
974,9662/3,80,C14.2
975,9663/3,80,C14.2
976,9664/3,80,C14.2
970,9654/3,80,C14.2
972,9659/3,81,C14.8
978,9667/3,81,C14.8
977,9665/3,81,C14.8
966,9650/3,81,C14.8
967,9651/3,81,C14.8
968,9652/3,81,C14.8
969,9653/3,81,C14.8
971,9655/3,81,C14.8
973,9661/3,81,C14.8
974,9662/3,81,C14.8
975,9663/3,81,C14.8
976,9664/3,81,C14.8
970,9654/3,81,C14.8
972,9659/3,130,C22.0
978,9667/3,130,C22.0
977,9665/3,130,C22.0
966,9650/3,130,C22.0
967,9651/3,130,C22.0
968,9652/3,130,C22.0
969,9653/3,130,C22.0
971,9655/3,130,C22.0
973,9661/3,130,C22.0
974,9662/3,130,C22.0
975,9663/3,130,C22.0
976,9664/3,130,C22.0
970,9654/3,130,C22.0
972,9659/3,210,C42.1
978,9667/3,210,C42.1
977,9665/3,210,C42.1
966,9650/3,210,C42.1
967,9651/3,210,C42.1
968,9652/3,210,C42.1
969,9653/3,210,C42.1
971,9655/3,210,C42.1
973,9661/3,210,C42.1
974,9662/3,210,C42.1
975,9663/3,210,C42.1
976,9664/3,210,C42.1
970,9654/3,210,C42.1
972,9659/3,211,C42.2
978,9667/3,211,C42.2
977,9665/3,211,C42.2
966,9650/3,211,C42.2
967,9651/3,211,C42.2
968,9652/3,211,C42.2
969,9653/3,211,C42.2
971,9655/3,211,C42.2
973,9661/3,211,C42.2
974,9662/3,211,C42.2
975,9663/3,211,C42.2
976,9664/3,211,C42.2
970,9654/3,211,C42.2
972,9659/3,400,C77.0
978,9667/3,400,C77.0
977,9665/3,400,C77.0
966,9650/3,400,C77.0
967,9651/3,400,C77.0
968,9652/3,400,C77.0
969,9653/3,400,C77.0
971,9655/3,400,C77.0
973,9661/3,400,C77.0
974,9662/3,400,C77.0
975,9663/3,400,C77.0
976,9664/3,400,C77.0
970,9654/3,400,C77.0
972,9659/3,401,C77.1
978,9667/3,401,C77.1
977,9665/3,401,C77.1
966,9650/3,401,C77.1
967,9651/3,401,C77.1
968,9652/3,401,C77.1
969,9653/3,401,C77.1
971,9655/3,401,C77.1
973,9661/3,401,C77.1
974,9662/3,401,C77.1
975,9663/3,401,C77.1
976,9664/3,401,C77.1
970,9654/3,401,C77.1
972,9659/3,402,C77.2
978,9667/3,402,C77.2
977,9665/3,402,C77.2
966,9650/3,402,C77.2
967,9651/3,402,C77.2
968,9652/3,402,C77.2
969,9653/3,402,C77.2
971,9655/3,402,C77.2
973,9661/3,402,C77.2
974,9662/3,402,C77.2
975,9663/3,402,C77.2
976,9664/3,402,C77.2
970,9654/3,402,C77.2
972,9659/3,403,C77.3
978,9667/3,403,C77.3
977,9665/3,403,C77.3
966,9650/3,403,C77.3
967,9651/3,403,C77.3
968,9652/3,403,C77.3
969,9653/3,403,C77.3
971,9655/3,403,C77.3
973,9661/3,403,C77.3
974,9662/3,403,C77.3
975,9663/3,403,C77.3
976,9664/3,403,C77.3
970,9654/3,403,C77.3
972,9659/3,404,C77.4
978,9667/3,404,C77.4
977,9665/3,404,C77.4
966,9650/3,404,C77.4
967,9651/3,404,C77.4
968,9652/3,404,C77.4
969,9653/3,404,C77.4
971,9655/3,404,C77.4
973,9661/3,404,C77.4
974,9662/3,404,C77.4
975,9663/3,404,C77.4
976,9664/3,404,C77.4
970,9654/3,404,C77.4
972,9659/3,405,C77.5
978,9667/3,405,C77.5
977,9665/3,405,C77.5
966,9650/3,405,C77.5
967,9651/3,405,C77.5
968,9652/3,405,C77.5
969,9653/3,405,C77.5
971,9655/3,405,C77.5
973,9661/3,405,C77.5
974,9662/3,405,C77.5
975,9663/3,405,C77.5
976,9664/3,405,C77.5
970,9654/3,405,C77.5
972,9659/3,406,C77.8
978,9667/3,406,C77.8
977,9665/3,406,C77.8
966,9650/3,406,C77.8
967,9651/3,406,C77.8
968,9652/3,406,C77.8
969,9653/3,406,C77.8
971,9655/3,406,C77.8
973,9661/3,406,C77.8
974,9662/3,406,C77.8
975,9663/3,406,C77.8
976,9664/3,406,C77.8
970,9654/3,406,C77.8
972,9659/3,407,C77.9
978,9667/3,407,C77.9
977,9665/3,407,C77.9
966,9650/3,407,C77.9
967,9651/3,407,C77.9
968,9652/3,407,C77.9
969,9653/3,407,C77.9
971,9655/3,407,C77.9
973,9661/3,407,C77.9
974,9662/3,407,C77.9
975,9663/3,407,C77.9
976,9664/3,407,C77.9
970,9654/3,407,C77.9
815,9270/3,201,C41.0
825,9290/3,201,C41.0
830,9310/3,201,C41.0
837,9330/3,201,C41.0
1222,9341/3,201,C41.0
840,9342/3,201,C41.0
815,9270/3,202,C41.1
825,9290/3,202,C41.1
830,9310/3,202,C41.1
837,9330/3,202,C41.1
1222,9341/3,202,C41.1
840,9342/3,202,C41.1
815,9270/3,157,C31.0
825,9290/3,157,C31.0
830,9310/3,157,C31.0
837,9330/3,157,C31.0
1222,9341/3,157,C31.0
840,9342/3,157,C31.0
815,9270/3,23,C03.0
825,9290/3,23,C03.0
830,9310/3,23,C03.0
837,9330/3,23,C03.0
1222,9341/3,23,C03.0
840,9342/3,23,C03.0
815,9270/3,24,C03.1
825,9290/3,24,C03.1
830,9310/3,24,C03.1
837,9330/3,24,C03.1
1222,9341/3,24,C03.1
840,9342/3,24,C03.1
815,9270/3,25,C03.9
825,9290/3,25,C03.9
830,9310/3,25,C03.9
837,9330/3,25,C03.9
1222,9341/3,25,C03.9
840,9342/3,25,C03.9
355,8500/2,44,C07.9
356,8500/3,44,C07.9
355,8500/2,46,C08.0
356,8500/3,46,C08.0
355,8500/2,47,C08.1
356,8500/3,47,C08.1
355,8500/2,48,C08.8
356,8500/3,48,C08.8
355,8500/2,49,C08.9
356,8500/3,49,C08.9
355,8500/2,135,C24.0
356,8500/3,135,C24.0
355,8500/2,136,C24.1
356,8500/3,136,C24.1
355,8500/2,137,C24.8
356,8500/3,137,C24.8
355,8500/2,138,C24.9
356,8500/3,138,C24.9
355,8500/2,140,C25.0
356,8500/3,140,C25.0
355,8500/2,141,C25.1
356,8500/3,141,C25.1
355,8500/2,142,C25.2
356,8500/3,142,C25.2
355,8500/2,143,C25.3
356,8500/3,143,C25.3
355,8500/2,144,C25.4
356,8500/3,144,C25.4
355,8500/2,145,C25.7
356,8500/3,145,C25.7
355,8500/2,146,C25.8
356,8500/3,146,C25.8
355,8500/2,147,C25.9
356,8500/3,147,C25.9
355,8500/2,251,C50.0
356,8500/3,251,C50.0
355,8500/2,252,C50.1
356,8500/3,252,C50.1
355,8500/2,253,C50.2
356,8500/3,253,C50.2
355,8500/2,254,C50.3
356,8500/3,254,C50.3
355,8500/2,255,C50.4
356,8500/3,255,C50.4
355,8500/2,256,C50.5
356,8500/3,256,C50.5
355,8500/2,257,C50.6
356,8500/3,257,C50.6
355,8500/2,258,C50.8
356,8500/3,258,C50.8
355,8500/2,259,C50.9
356,8500/3,259,C50.9
355,8500/2,304,C61.9
356,8500/3,304,C61.9
355,8500/2,409,C80.9
356,8500/3,409,C80.9
318,8440/3,44,C07.9
318,8440/3,46,C08.0
318,8440/3,47,C08.1
318,8440/3,48,C08.8
318,8440/3,49,C08.9
318,8440/3,140,C25.0
318,8440/3,141,C25.1
318,8440/3,142,C25.2
318,8440/3,143,C25.3
318,8440/3,144,C25.4
318,8440/3,145,C25.7
318,8440/3,146,C25.8
318,8440/3,147,C25.9
318,8440/3,409,C80.9
318,8440/3,284,C56.9
318,8440/3,286,C57.0
318,8440/3,287,C57.1
318,8440/3,288,C57.2
318,8440/3,289,C57.3
318,8440/3,290,C57.4
318,8440/3,291,C57.7
318,8440/3,292,C57.8
318,8440/3,293,C57.9
318,8440/3,275,C54.0
318,8440/3,276,C54.1
318,8440/3,277,C54.2
318,8440/3,278,C54.3
318,8440/3,279,C54.8
318,8440/3,280,C54.9
318,8440/3,237,C48.1
318,8440/3,238,C48.2
222,8290/3,44,C07.9
222,8290/3,46,C08.0
222,8290/3,47,C08.1
222,8290/3,48,C08.8
222,8290/3,49,C08.9
222,8290/3,409,C80.9
222,8290/3,318,C64.9
222,8290/3,376,C73.9
222,8290/3,378,C74.0
222,8290/3,383,C75.1
851,9370/3,241,C49.0
853,9372/3,241,C49.0
852,9371/3,241,C49.0
851,9370/3,242,C49.1
853,9372/3,242,C49.1
852,9371/3,242,C49.1
851,9370/3,243,C49.2
853,9372/3,243,C49.2
852,9371/3,243,C49.2
851,9370/3,244,C49.3
853,9372/3,244,C49.3
852,9371/3,244,C49.3
851,9370/3,245,C49.4
853,9372/3,245,C49.4
852,9371/3,245,C49.4
851,9370/3,246,C49.5
853,9372/3,246,C49.5
852,9371/3,246,C49.5
851,9370/3,247,C49.6
853,9372/3,247,C49.6
852,9371/3,247,C49.6
851,9370/3,248,C49.8
853,9372/3,248,C49.8
852,9371/3,248,C49.8
851,9370/3,249,C49.9
853,9372/3,249,C49.9
852,9371/3,249,C49.9
851,9370/3,201,C41.0
853,9372/3,201,C41.0
852,9371/3,201,C41.0
851,9370/3,202,C41.1
853,9372/3,202,C41.1
852,9371/3,202,C41.1
851,9370/3,203,C41.2
853,9372/3,203,C41.2
852,9371/3,203,C41.2
851,9370/3,204,C41.3
853,9372/3,204,C41.3
852,9371/3,204,C41.3
851,9370/3,205,C41.4
853,9372/3,205,C41.4
852,9371/3,205,C41.4
851,9370/3,206,C41.8
853,9372/3,206,C41.8
852,9371/3,206,C41.8
851,9370/3,207,C41.9
853,9372/3,207,C41.9
852,9371/3,207,C41.9
851,9370/3,64,C11.0
853,9372/3,64,C11.0
852,9371/3,64,C11.0
851,9370/3,65,C11.1
853,9372/3,65,C11.1
852,9371/3,65,C11.1
851,9370/3,66,C11.2
853,9372/3,66,C11.2
852,9371/3,66,C11.2
851,9370/3,67,C11.3
853,9372/3,67,C11.3
852,9371/3,67,C11.3
851,9370/3,68,C11.8
853,9372/3,68,C11.8
852,9371/3,68,C11.8
851,9370/3,69,C11.9
853,9372/3,69,C11.9
852,9371/3,69,C11.9
630,8936/3,84,C15.0
630,8936/3,85,C15.1
630,8936/3,86,C15.2
630,8936/3,87,C15.3
630,8936/3,88,C15.4
630,8936/3,89,C15.5
630,8936/3,90,C15.8
630,8936/3,91,C15.9
630,8936/3,93,C16.0
630,8936/3,94,C16.1
630,8936/3,95,C16.2
630,8936/3,96,C16.3
630,8936/3,97,C16.4
630,8936/3,98,C16.5
630,8936/3,99,C16.6
630,8936/3,100,C16.8
630,8936/3,101,C16.9
630,8936/3,103,C17.0
630,8936/3,104,C17.1
630,8936/3,105,C17.2
630,8936/3,106,C17.3
630,8936/3,107,C17.8
630,8936/3,108,C17.9
630,8936/3,110,C18.0
630,8936/3,111,C18.1
630,8936/3,112,C18.2
630,8936/3,113,C18.3
630,8936/3,114,C18.4
630,8936/3,115,C18.5
630,8936/3,116,C18.6
630,8936/3,117,C18.7
630,8936/3,118,C18.8
630,8936/3,119,C18.9
630,8936/3,121,C19.9
630,8936/3,123,C20.9
630,8936/3,140,C25.0
630,8936/3,141,C25.1
630,8936/3,142,C25.2
630,8936/3,143,C25.3
630,8936/3,144,C25.4
630,8936/3,145,C25.7
630,8936/3,146,C25.8
630,8936/3,147,C25.9
630,8936/3,149,C26.0
630,8936/3,150,C26.8
630,8936/3,151,C26.9
630,8936/3,237,C48.1
630,8936/3,238,C48.2
630,8936/3,409,C80.9
116,8145/3,409,C80.9
116,8145/3,84,C15.0
116,8145/3,85,C15.1
116,8145/3,86,C15.2
116,8145/3,87,C15.3
116,8145/3,88,C15.4
116,8145/3,89,C15.5
116,8145/3,90,C15.8
116,8145/3,91,C15.9
116,8145/3,93,C16.0
116,8145/3,94,C16.1
116,8145/3,95,C16.2
116,8145/3,96,C16.3
116,8145/3,97,C16.4
116,8145/3,98,C16.5
116,8145/3,99,C16.6
116,8145/3,100,C16.8
116,8145/3,101,C16.9
116,8145/3,103,C17.0
116,8145/3,104,C17.1
116,8145/3,105,C17.2
116,8145/3,106,C17.3
116,8145/3,107,C17.8
116,8145/3,108,C17.9
116,8145/3,110,C18.0
116,8145/3,111,C18.1
116,8145/3,112,C18.2
116,8145/3,113,C18.3
116,8145/3,114,C18.4
116,8145/3,115,C18.5
116,8145/3,116,C18.6
116,8145/3,117,C18.7
116,8145/3,118,C18.8
116,8145/3,119,C18.9
116,8145/3,121,C19.9
116,8145/3,123,C20.9
116,8145/3,84,C15.0
116,8145/3,85,C15.1
116,8145/3,86,C15.2
116,8145/3,87,C15.3
116,8145/3,88,C15.4
116,8145/3,89,C15.5
116,8145/3,90,C15.8
116,8145/3,91,C15.9
116,8145/3,93,C16.0
116,8145/3,94,C16.1
116,8145/3,95,C16.2
116,8145/3,96,C16.3
116,8145/3,97,C16.4
116,8145/3,98,C16.5
116,8145/3,99,C16.6
116,8145/3,100,C16.8
116,8145/3,101,C16.9
116,8145/3,103,C17.0
116,8145/3,104,C17.1
116,8145/3,105,C17.2
116,8145/3,106,C17.3
116,8145/3,107,C17.8
116,8145/3,108,C17.9
116,8145/3,110,C18.0
116,8145/3,111,C18.1
116,8145/3,112,C18.2
116,8145/3,113,C18.3
116,8145/3,114,C18.4
116,8145/3,115,C18.5
116,8145/3,116,C18.6
116,8145/3,117,C18.7
116,8145/3,118,C18.8
116,8145/3,119,C18.9
116,8145/3,121,C19.9
116,8145/3,123,C20.9
121,8148/2,84,C15.0
121,8148/2,85,C15.1
121,8148/2,86,C15.2
121,8148/2,87,C15.3
121,8148/2,88,C15.4
121,8148/2,89,C15.5
121,8148/2,90,C15.8
121,8148/2,91,C15.9
121,8148/2,93,C16.0
121,8148/2,94,C16.1
121,8148/2,95,C16.2
121,8148/2,96,C16.3
121,8148/2,97,C16.4
121,8148/2,98,C16.5
121,8148/2,99,C16.6
121,8148/2,100,C16.8
121,8148/2,101,C16.9
121,8148/2,103,C17.0
121,8148/2,104,C17.1
121,8148/2,105,C17.2
121,8148/2,106,C17.3
121,8148/2,107,C17.8
121,8148/2,108,C17.9
121,8148/2,110,C18.0
121,8148/2,111,C18.1
121,8148/2,112,C18.2
121,8148/2,113,C18.3
121,8148/2,114,C18.4
121,8148/2,115,C18.5
121,8148/2,116,C18.6
121,8148/2,117,C18.7
121,8148/2,118,C18.8
121,8148/2,119,C18.9
121,8148/2,121,C19.9
121,8148/2,123,C20.9
121,8148/2,125,C21.0
121,8148/2,126,C21.1
121,8148/2,127,C21.2
121,8148/2,128,C21.8
121,8148/2,130,C22.0
121,8148/2,131,C22.1
121,8148/2,133,C23.9
121,8148/2,135,C24.0
121,8148/2,136,C24.1
121,8148/2,137,C24.8
121,8148/2,138,C24.9
121,8148/2,140,C25.0
121,8148/2,141,C25.1
121,8148/2,142,C25.2
121,8148/2,143,C25.3
121,8148/2,144,C25.4
121,8148/2,145,C25.7
121,8148/2,146,C25.8
121,8148/2,147,C25.9
121,8148/2,304,C61.9
165,8210/3,84,C15.0
165,8210/3,85,C15.1
165,8210/3,86,C15.2
165,8210/3,87,C15.3
165,8210/3,88,C15.4
165,8210/3,89,C15.5
165,8210/3,90,C15.8
165,8210/3,91,C15.9
165,8210/3,93,C16.0
165,8210/3,94,C16.1
165,8210/3,95,C16.2
165,8210/3,96,C16.3
165,8210/3,97,C16.4
165,8210/3,98,C16.5
165,8210/3,99,C16.6
165,8210/3,100,C16.8
165,8210/3,101,C16.9
165,8210/3,103,C17.0
165,8210/3,104,C17.1
165,8210/3,105,C17.2
165,8210/3,106,C17.3
165,8210/3,107,C17.8
165,8210/3,108,C17.9
165,8210/3,110,C18.0
165,8210/3,111,C18.1
165,8210/3,112,C18.2
165,8210/3,113,C18.3
165,8210/3,114,C18.4
165,8210/3,115,C18.5
165,8210/3,116,C18.6
165,8210/3,117,C18.7
165,8210/3,118,C18.8
165,8210/3,119,C18.9
165,8210/3,121,C19.9
165,8210/3,123,C20.9
165,8210/3,125,C21.0
165,8210/3,126,C21.1
165,8210/3,127,C21.2
165,8210/3,128,C21.8
165,8210/3,130,C22.0
165,8210/3,131,C22.1
165,8210/3,133,C23.9
165,8210/3,135,C24.0
165,8210/3,136,C24.1
165,8210/3,137,C24.8
165,8210/3,138,C24.9
165,8210/3,140,C25.0
165,8210/3,141,C25.1
165,8210/3,142,C25.2
165,8210/3,143,C25.3
165,8210/3,144,C25.4
165,8210/3,145,C25.7
165,8210/3,146,C25.8
165,8210/3,147,C25.9
165,8210/3,149,C26.0
165,8210/3,150,C26.8
165,8210/3,151,C26.9
115,8144/3,84,C15.0
115,8144/3,85,C15.1
115,8144/3,86,C15.2
115,8144/3,87,C15.3
115,8144/3,88,C15.4
115,8144/3,89,C15.5
115,8144/3,90,C15.8
115,8144/3,91,C15.9
115,8144/3,93,C16.0
115,8144/3,94,C16.1
115,8144/3,95,C16.2
115,8144/3,96,C16.3
115,8144/3,97,C16.4
115,8144/3,98,C16.5
115,8144/3,99,C16.6
115,8144/3,100,C16.8
115,8144/3,101,C16.9
115,8144/3,103,C17.0
115,8144/3,104,C17.1
115,8144/3,105,C17.2
115,8144/3,106,C17.3
115,8144/3,107,C17.8
115,8144/3,108,C17.9
115,8144/3,110,C18.0
115,8144/3,111,C18.1
115,8144/3,112,C18.2
115,8144/3,113,C18.3
115,8144/3,114,C18.4
115,8144/3,115,C18.5
115,8144/3,116,C18.6
115,8144/3,117,C18.7
115,8144/3,118,C18.8
115,8144/3,119,C18.9
115,8144/3,121,C19.9
115,8144/3,123,C20.9
115,8144/3,125,C21.0
115,8144/3,126,C21.1
115,8144/3,127,C21.2
115,8144/3,128,C21.8
115,8144/3,130,C22.0
115,8144/3,131,C22.1
115,8144/3,133,C23.9
115,8144/3,135,C24.0
115,8144/3,136,C24.1
